timestampx,vv1m,dv1m,vmax1m,dmax1m,ta,hr,pres,prec1m,inso,vis
2022-03-01 00:23:00,11.5,358,14.9,5,3.0,52,771.1,0.0,,
2022-03-01 00:24:00,13.6,357,16.0,360,2.9,52,771.0,0.0,,
2022-03-01 00:25:00,13.4,358,15.8,357,2.9,53,771.1,0.0,,
2022-03-01 00:26:00,12.9,359,14.9,0,2.9,54,771.1,0.0,,
2022-03-01 00:27:00,13.9,355,18.9,358,3.0,55,771.0,0.0,,
2022-03-01 00:28:00,12.7,360,16.7,7,3.2,54,771.1,0.0,,
2022-03-01 00:29:00,12.3,357,16.6,2,3.2,54,771.0,0.0,,
2022-03-01 00:30:00,13.1,4,15.3,11,3.1,57,771.1,0.0,0.0,20000.0
2022-03-01 00:31:00,13.0,4,16.1,9,3.1,58,771.1,0.0,,
2022-03-01 00:32:00,12.6,6,15.3,12,3.1,57,771.2,0.0,,
2022-03-01 00:33:00,13.1,360,16.4,1,3.0,57,771.1,0.0,,
2022-03-01 00:34:00,11.1,7,13.9,6,3.1,55,771.3,0.0,,
2022-03-01 00:35:00,11.7,8,14.6,10,3.3,54,771.3,0.0,,
2022-03-01 00:36:00,10.2,360,12.1,7,3.4,54,771.3,0.0,,
2022-03-01 00:37:00,11.4,8,13.8,7,3.3,53,771.3,0.0,,
2022-03-01 00:38:00,12.5,4,14.4,3,3.2,53,771.2,0.0,,
2022-03-01 00:39:00,13.6,3,16.9,10,3.3,53,771.1,0.0,,
2022-03-01 00:40:00,13.9,4,15.5,5,3.5,53,771.2,0.0,0.0,20000.0
2022-03-01 00:41:00,11.9,8,13.7,7,3.5,53,771.3,0.0,,
2022-03-01 00:42:00,10.4,13,15.0,15,3.6,53,771.3,0.0,,
2022-03-01 00:43:00,12.0,7,14.8,8,3.7,54,771.4,0.0,,
2022-03-01 00:44:00,9.5,7,11.5,9,3.7,55,771.4,0.0,,
2022-03-01 00:45:00,10.3,3,13.1,6,3.6,55,771.4,0.0,,
2022-03-01 00:46:00,11.5,3,14.5,5,3.5,56,771.4,0.0,,
2022-03-01 00:47:00,12.3,10,15.5,15,3.6,56,771.3,0.0,,
2022-03-01 00:48:00,12.2,4,15.7,11,3.6,57,771.4,0.0,,
2022-03-01 00:49:00,9.5,360,11.7,3,3.7,57,771.5,0.0,,
2022-03-01 00:50:00,10.6,9,12.1,17,3.7,58,771.4,0.0,0.0,20000.0
2022-03-01 00:51:00,10.6,13,12.9,10,3.7,56,771.4,0.0,,
2022-03-01 00:52:00,12.2,8,14.8,6,3.8,55,771.4,0.0,,
2022-03-01 00:53:00,12.8,10,14.7,15,3.7,57,771.4,0.0,,
2022-03-01 00:54:00,11.2,6,13.8,9,3.6,58,771.4,0.0,,
2022-03-01 00:55:00,10.7,9,14.3,9,3.6,58,771.3,0.0,,
2022-03-01 00:56:00,11.5,13,13.7,12,3.6,57,771.4,0.0,,
2022-03-01 00:57:00,9.9,19,12.4,18,3.7,55,771.4,0.0,,
2022-03-01 00:58:00,10.2,18,12.0,21,3.9,53,771.4,0.0,,
2022-03-01 00:59:00,9.2,15,11.3,31,3.9,53,771.5,0.0,,
2022-03-01 01:00:00,10.7,12,13.7,13,3.9,53,771.5,0.0,0.0,20000.0
2022-03-01 01:01:00,10.0,13,12.5,15,3.9,54,771.5,0.0,,
2022-03-01 01:02:00,10.9,13,14.5,15,3.9,54,771.4,0.0,,
2022-03-01 01:03:00,13.0,12,15.3,14,3.9,54,771.3,0.0,,
2022-03-01 01:04:00,14.4,11,17.0,12,4.0,53,771.3,0.0,,
2022-03-01 01:05:00,12.2,6,14.9,10,4.0,52,771.4,0.0,,
2022-03-01 01:06:00,11.1,360,13.3,4,4.0,51,771.4,0.0,,
2022-03-01 01:07:00,10.8,13,13.5,13,3.8,51,771.5,0.0,,
2022-03-01 01:08:00,9.9,15,12.4,13,3.8,52,771.6,0.0,,
2022-03-01 01:09:00,10.4,15,12.9,14,3.8,52,771.5,0.0,,
2022-03-01 01:10:00,12.4,8,15.1,3,3.8,52,771.4,0.0,0.0,20000.0
2022-03-01 01:11:00,12.1,12,13.9,12,3.8,52,771.4,0.0,,
2022-03-01 01:12:00,11.8,12,15.9,9,3.9,52,771.4,0.0,,
2022-03-01 01:13:00,10.6,17,13.7,21,3.9,52,771.5,0.0,,
2022-03-01 01:14:00,9.4,17,13.0,15,3.9,51,771.5,0.0,,
2022-03-01 01:15:00,12.3,12,14.5,7,3.9,52,771.5,0.0,,
2022-03-01 01:16:00,12.3,10,16.4,16,3.9,52,771.4,0.0,,
2022-03-01 01:17:00,13.7,7,16.6,18,3.9,51,771.3,0.0,,
2022-03-01 01:18:00,13.3,7,15.7,12,3.9,51,771.4,0.0,,
2022-03-01 01:19:00,12.8,7,16.7,10,4.0,50,771.4,0.0,,
2022-03-01 01:20:00,12.9,6,15.2,3,4.1,49,771.5,0.0,0.0,20000.0
2022-03-01 01:21:00,9.0,12,11.5,12,4.1,48,771.6,0.0,,
2022-03-01 01:22:00,9.8,15,11.8,16,4.1,48,771.6,0.0,,
2022-03-01 01:23:00,13.4,10,16.2,15,4.0,49,771.6,0.0,,
2022-03-01 01:24:00,9.1,11,11.8,6,4.1,49,771.7,0.0,,
2022-03-01 01:25:00,10.2,7,12.1,12,4.1,48,771.6,0.0,,
2022-03-01 01:26:00,12.3,8,14.1,8,4.0,48,771.5,0.0,,
2022-03-01 01:27:00,11.8,13,14.9,21,4.0,47,771.5,0.0,,
2022-03-01 01:28:00,11.9,11,16.4,8,4.0,47,771.6,0.0,,
2022-03-01 01:29:00,8.9,19,10.8,11,4.0,47,771.7,0.0,,
2022-03-01 01:30:00,8.3,13,10.1,19,4.0,48,771.7,0.0,0.0,20000.0
2022-03-01 01:31:00,11.0,9,13.5,7,3.9,47,771.6,0.0,,
2022-03-01 01:32:00,12.2,7,14.8,8,3.8,43,771.6,0.0,,
2022-03-01 01:33:00,10.7,9,12.9,2,3.8,44,771.6,0.0,,
2022-03-01 01:34:00,10.2,355,12.4,356,3.8,43,771.7,0.0,,
2022-03-01 01:35:00,11.1,357,13.0,358,3.7,40,771.6,0.0,,
2022-03-01 01:36:00,9.7,349,14.1,336,3.6,41,771.6,0.0,,
2022-03-01 01:37:00,12.7,358,14.5,358,3.6,42,771.4,0.0,,
2022-03-01 01:38:00,14.2,359,17.4,355,3.6,45,771.3,0.0,,
2022-03-01 01:39:00,12.3,352,14.5,348,3.8,45,771.5,0.0,,
2022-03-01 01:40:00,12.8,355,15.6,358,3.9,43,771.4,0.0,0.0,20000.0
2022-03-01 01:41:00,13.6,350,17.0,346,3.9,44,771.3,0.0,,
2022-03-01 01:42:00,11.4,340,16.1,345,3.9,44,771.4,0.0,,
2022-03-01 01:43:00,8.5,337,11.1,322,4.0,44,771.4,0.0,,
2022-03-01 01:44:00,11.7,338,14.0,337,3.9,41,771.4,0.0,,
2022-03-01 01:45:00,15.2,351,17.8,354,3.8,43,771.3,0.0,,
2022-03-01 01:46:00,10.3,346,15.6,346,4.0,42,771.4,0.0,,
2022-03-01 01:47:00,11.3,344,14.0,340,4.0,41,771.3,0.0,,
2022-03-01 01:48:00,14.1,351,18.5,347,4.0,40,771.1,0.0,,
2022-03-01 01:49:00,11.3,337,17.1,354,4.1,45,771.3,0.0,,
2022-03-01 01:50:00,9.4,348,11.5,342,4.3,42,771.4,0.0,0.0,20000.0
2022-03-01 01:51:00,12.4,348,15.1,343,4.2,39,771.3,0.0,,
2022-03-01 01:52:00,10.8,346,14.3,344,4.2,40,771.3,0.0,,
2022-03-01 01:53:00,12.4,347,15.3,350,4.1,39,771.1,0.0,,
2022-03-01 01:54:00,15.6,352,18.3,358,4.0,42,771.1,0.0,,
2022-03-01 01:55:00,12.0,347,15.6,333,4.1,44,771.3,0.0,,
2022-03-01 01:56:00,9.8,333,12.5,329,4.2,40,771.3,0.0,,
2022-03-01 01:57:00,11.2,344,12.8,352,4.1,36,771.2,0.0,,
2022-03-01 01:58:00,13.3,349,16.6,348,3.9,38,771.3,0.0,,
2022-03-01 01:59:00,10.2,342,14.9,2,4.0,41,771.4,0.0,,
2022-03-01 02:00:00,8.6,328,12.4,319,4.1,40,771.5,0.0,0.0,20000.0
2022-03-01 02:01:00,8.6,342,11.7,341,4.0,39,771.5,0.0,,
2022-03-01 02:02:00,9.8,339,12.9,338,3.8,39,771.4,0.0,,
2022-03-01 02:03:00,10.6,351,12.6,344,3.7,40,771.4,0.0,,
2022-03-01 02:04:00,10.9,358,13.0,355,3.9,40,771.4,0.0,,
2022-03-01 02:05:00,10.0,345,12.3,352,3.8,39,771.4,0.0,,
2022-03-01 02:06:00,8.2,337,10.8,355,3.7,39,771.6,0.0,,
2022-03-01 02:07:00,8.5,348,10.8,359,3.6,39,771.6,0.0,,
2022-03-01 02:08:00,7.7,347,10.4,0,3.6,40,771.5,0.0,,
2022-03-01 02:09:00,7.3,346,8.9,348,3.6,40,771.4,0.0,,
2022-03-01 02:10:00,8.6,347,12.2,3,3.6,38,771.5,0.0,0.0,20000.0
2022-03-01 02:11:00,7.0,347,8.3,344,3.6,39,771.5,0.0,,
2022-03-01 02:12:00,9.2,333,11.7,334,3.5,37,771.5,0.0,,
2022-03-01 02:13:00,9.1,359,12.0,348,3.3,40,771.4,0.0,,
2022-03-01 02:14:00,9.1,350,11.9,352,3.4,41,771.5,0.0,,
2022-03-01 02:15:00,8.0,356,10.3,357,3.4,41,771.4,0.0,,
2022-03-01 02:16:00,9.9,351,11.7,359,3.4,39,771.4,0.0,,
2022-03-01 02:17:00,8.8,346,10.6,358,3.3,38,771.5,0.0,,
2022-03-01 02:18:00,10.0,353,13.0,359,3.2,40,771.4,0.0,,
2022-03-01 02:19:00,11.2,353,13.5,344,3.2,39,771.3,0.0,,
2022-03-01 02:20:00,8.9,353,11.7,350,3.3,37,771.4,0.0,0.0,20000.0
2022-03-01 02:21:00,8.4,349,11.4,331,3.3,37,771.4,0.0,,
2022-03-01 02:22:00,9.3,345,11.7,345,3.2,38,771.3,0.0,,
2022-03-01 02:23:00,8.7,347,11.1,357,3.1,37,771.2,0.0,,
2022-03-01 02:24:00,11.4,353,14.2,13,3.0,38,771.2,0.0,,
2022-03-01 02:25:00,12.8,357,15.1,354,3.2,42,771.2,0.0,,
2022-03-01 02:26:00,10.0,16,15.9,18,3.6,42,771.3,0.0,,
2022-03-01 02:27:00,8.5,348,10.5,345,3.8,40,771.4,0.0,,
2022-03-01 02:28:00,11.2,354,14.4,348,3.7,37,771.3,0.0,,
2022-03-01 02:29:00,10.5,350,13.1,350,3.7,38,771.3,0.0,,
2022-03-01 02:30:00,10.2,357,14.1,6,3.6,37,771.2,0.0,0.0,20000.0
2022-03-01 02:31:00,12.2,352,13.9,353,3.5,38,771.2,0.0,,
2022-03-01 02:32:00,11.9,360,14.6,16,3.5,40,771.2,0.0,,
2022-03-01 02:33:00,10.0,1,13.5,11,3.6,40,771.3,0.0,,
2022-03-01 02:34:00,7.8,348,9.7,353,3.6,38,771.3,0.0,,
2022-03-01 02:35:00,8.3,351,10.8,352,3.5,37,771.4,0.0,,
2022-03-01 02:36:00,8.7,352,12.0,340,3.4,37,771.3,0.0,,
2022-03-01 02:37:00,9.4,354,13.1,353,3.4,37,771.3,0.0,,
2022-03-01 02:38:00,8.6,356,10.3,5,3.2,38,771.4,0.0,,
2022-03-01 02:39:00,9.2,9,11.6,19,3.2,39,771.4,0.0,,
2022-03-01 02:40:00,9.1,15,11.2,12,3.2,39,771.4,0.0,0.0,20000.0
2022-03-01 02:41:00,7.3,1,10.5,16,3.3,37,771.4,0.0,,
2022-03-01 02:42:00,9.8,358,11.2,1,3.2,37,771.4,0.0,,
2022-03-01 02:43:00,8.6,3,10.9,4,3.1,38,771.4,0.0,,
2022-03-01 02:44:00,10.1,12,13.2,17,3.1,38,771.4,0.0,,
2022-03-01 02:45:00,7.8,354,11.0,339,3.1,38,771.4,0.0,,
2022-03-01 02:46:00,7.3,3,9.4,357,3.1,38,771.4,0.0,,
2022-03-01 02:47:00,8.3,10,10.0,8,3.0,39,771.4,0.0,,
2022-03-01 02:48:00,7.6,19,9.6,11,3.0,39,771.4,0.0,,
2022-03-01 02:49:00,6.8,15,7.9,22,3.1,38,771.4,0.0,,
2022-03-01 02:50:00,7.4,21,10.4,12,3.1,38,771.4,0.0,0.0,20000.0
2022-03-01 02:51:00,5.9,13,9.4,18,3.1,40,771.4,0.0,,
2022-03-01 02:52:00,5.3,11,7.4,28,3.2,43,771.4,0.0,,
2022-03-01 02:53:00,4.6,24,6.2,23,3.3,41,771.4,0.0,,
2022-03-01 02:54:00,5.1,24,8.0,38,3.4,41,771.3,0.0,,
2022-03-01 02:55:00,7.6,19,9.2,23,3.4,41,771.3,0.0,,
2022-03-01 02:56:00,6.3,25,8.8,28,3.5,41,771.3,0.0,,
2022-03-01 02:57:00,8.1,14,9.5,7,3.5,40,771.3,0.0,,
2022-03-01 02:58:00,7.9,13,10.6,19,3.5,40,771.3,0.0,,
2022-03-01 02:59:00,8.4,18,12.4,6,3.5,41,771.3,0.0,,
2022-03-01 03:00:00,6.3,27,9.6,14,3.5,40,771.3,0.0,0.0,20000.0
2022-03-01 03:01:00,6.9,23,10.5,14,3.6,38,771.2,0.0,,
2022-03-01 03:02:00,6.8,20,9.8,31,3.7,39,771.1,0.0,,
2022-03-01 03:03:00,7.5,21,12.2,34,3.8,41,771.2,0.0,,
2022-03-01 03:04:00,10.4,18,13.7,20,3.9,43,771.2,0.0,,
2022-03-01 03:05:00,10.2,14,13.1,15,4.0,40,771.2,0.0,,
2022-03-01 03:06:00,9.6,10,11.2,13,3.9,39,771.2,0.0,,
2022-03-01 03:07:00,9.9,11,11.7,19,3.8,38,771.1,0.0,,
2022-03-01 03:08:00,10.5,15,13.1,12,3.9,36,771.1,0.0,,
2022-03-01 03:09:00,9.1,17,12.4,18,3.9,36,771.1,0.0,,
2022-03-01 03:10:00,8.9,22,13.9,32,4.0,37,771.1,0.0,0.0,20000.0
2022-03-01 03:11:00,9.1,17,12.6,16,4.1,37,771.0,0.0,,
2022-03-01 03:12:00,10.9,18,14.3,15,4.2,38,771.0,0.0,,
2022-03-01 03:13:00,9.8,18,14.2,24,4.2,36,771.0,0.0,,
2022-03-01 03:14:00,10.4,19,12.6,29,4.3,37,771.1,0.0,,
2022-03-01 03:15:00,8.8,17,11.7,16,4.3,36,771.1,0.0,,
2022-03-01 03:16:00,9.7,16,12.8,18,4.3,36,771.1,0.0,,
2022-03-01 03:17:00,9.6,19,11.9,15,4.4,35,771.0,0.0,,
2022-03-01 03:18:00,9.7,15,12.1,23,4.4,33,771.0,0.0,,
2022-03-01 03:19:00,9.8,13,12.5,26,4.3,33,771.0,0.0,,
2022-03-01 03:20:00,9.3,17,12.5,13,4.3,32,771.0,0.0,0.0,20000.0
2022-03-01 03:21:00,9.4,16,11.6,16,4.3,31,771.0,0.0,,
2022-03-01 03:22:00,10.2,15,12.2,17,4.2,30,771.0,0.0,,
2022-03-01 03:23:00,9.1,15,12.2,15,4.2,30,771.0,0.0,,
2022-03-01 03:24:00,10.1,16,13.0,10,4.3,29,771.0,0.0,,
2022-03-01 03:25:00,9.5,16,12.3,19,4.3,31,771.0,0.0,,
2022-03-01 03:26:00,8.3,16,11.8,29,4.3,32,771.0,0.0,,
2022-03-01 03:27:00,9.2,14,11.7,10,4.4,31,770.9,0.0,,
2022-03-01 03:28:00,10.2,16,13.9,10,4.4,30,770.9,0.0,,
2022-03-01 03:29:00,8.6,17,12.3,20,4.4,29,771.0,0.0,,
2022-03-01 03:30:00,9.1,16,11.8,16,4.4,29,771.0,0.0,0.0,20000.0
2022-03-01 03:31:00,8.7,15,13.6,16,4.4,30,771.0,0.0,,
2022-03-01 03:32:00,9.4,16,11.2,11,4.5,30,771.0,0.0,,
2022-03-01 03:33:00,10.0,13,12.7,18,4.6,30,771.0,0.0,,
2022-03-01 03:34:00,9.7,12,12.0,16,4.5,30,770.9,0.0,,
2022-03-01 03:35:00,9.7,10,12.6,14,4.5,29,770.9,0.0,,
2022-03-01 03:36:00,10.4,10,11.7,9,4.4,29,770.9,0.0,,
2022-03-01 03:37:00,9.0,7,11.0,7,4.3,28,771.0,0.0,,
2022-03-01 03:38:00,9.7,10,11.7,11,4.2,26,770.9,0.0,,
2022-03-01 03:39:00,8.9,11,11.2,19,4.2,24,771.0,0.0,,
2022-03-01 03:40:00,9.0,10,10.9,12,4.1,24,770.9,0.0,0.0,20000.0
2022-03-01 03:41:00,8.8,15,11.1,10,4.1,22,770.9,0.0,,
2022-03-01 03:42:00,8.5,16,10.6,8,4.1,21,770.9,0.0,,
2022-03-01 03:43:00,9.0,13,12.2,12,4.1,21,770.9,0.0,,
2022-03-01 03:44:00,8.8,15,10.6,22,4.1,20,770.9,0.0,,
2022-03-01 03:45:00,9.0,13,12.5,9,4.1,20,770.9,0.0,,
2022-03-01 03:46:00,8.5,19,13.0,30,4.2,17,770.9,0.0,,
2022-03-01 03:47:00,7.7,11,9.9,16,4.2,18,770.9,0.0,,
2022-03-01 03:48:00,7.9,13,10.4,3,4.2,18,770.9,0.0,,
2022-03-01 03:49:00,8.3,13,11.1,12,4.2,19,770.9,0.0,,
2022-03-01 03:50:00,8.6,17,11.3,19,4.1,19,770.8,0.0,0.0,20000.0
2022-03-01 03:51:00,7.6,16,10.7,11,4.2,17,770.8,0.0,,
2022-03-01 03:52:00,8.6,16,10.7,14,4.2,18,770.9,0.0,,
2022-03-01 03:53:00,9.5,9,11.9,14,4.2,19,770.8,0.0,,
2022-03-01 03:54:00,9.3,14,12.4,16,4.1,18,770.9,0.0,,
2022-03-01 03:55:00,8.7,14,12.6,16,4.2,17,770.8,0.0,,
2022-03-01 03:56:00,9.7,12,12.9,20,4.2,17,770.8,0.0,,
2022-03-01 03:57:00,9.6,13,12.7,15,4.2,18,770.9,0.0,,
2022-03-01 03:58:00,8.7,14,12.0,13,4.2,19,770.9,0.0,,
2022-03-01 03:59:00,8.2,12,10.0,10,4.2,18,770.8,0.0,,
2022-03-01 04:00:00,10.5,12,13.3,13,4.2,17,770.8,0.0,0.0,20000.0
2022-03-01 04:01:00,10.0,12,12.6,17,4.2,18,770.8,0.0,,
2022-03-01 04:02:00,9.0,13,11.6,13,4.2,19,770.8,0.0,,
2022-03-01 04:03:00,9.4,15,12.5,19,4.2,18,770.8,0.0,,
2022-03-01 04:04:00,9.2,13,12.8,18,4.2,17,770.8,0.0,,
2022-03-01 04:05:00,9.3,17,11.5,20,4.2,18,770.8,0.0,,
2022-03-01 04:06:00,8.1,19,11.4,12,4.2,18,770.9,0.0,,
2022-03-01 04:07:00,7.6,19,10.9,15,4.2,17,770.9,0.0,,
2022-03-01 04:08:00,8.8,15,12.1,16,4.2,17,770.9,0.0,,
2022-03-01 04:09:00,9.0,18,12.7,13,4.2,18,770.8,0.0,,
2022-03-01 04:10:00,9.1,16,13.3,19,4.2,19,770.8,0.0,0.0,20000.0
2022-03-01 04:11:00,8.6,22,13.0,13,4.2,15,770.8,0.0,,
2022-03-01 04:12:00,8.9,23,12.4,48,4.4,15,770.8,0.0,,
2022-03-01 04:13:00,7.7,21,9.6,17,4.5,15,770.8,0.0,,
2022-03-01 04:14:00,8.3,12,12.0,9,4.5,16,770.8,0.0,,
2022-03-01 04:15:00,8.4,16,11.6,23,4.5,15,770.7,0.0,,
2022-03-01 04:16:00,8.0,16,11.9,25,4.6,15,770.8,0.0,,
2022-03-01 04:17:00,10.1,15,12.9,17,4.6,15,770.7,0.0,,
2022-03-01 04:18:00,9.0,14,13.0,12,4.6,14,770.7,0.0,,
2022-03-01 04:19:00,9.6,16,12.7,14,4.6,14,770.7,0.0,,
2022-03-01 04:20:00,10.3,15,12.0,15,4.6,14,770.8,0.0,0.0,20000.0
2022-03-01 04:21:00,10.7,16,13.7,18,4.6,14,770.7,0.0,,
2022-03-01 04:22:00,10.0,13,12.0,14,4.6,14,770.7,0.0,,
2022-03-01 04:23:00,10.7,12,14.1,15,4.6,13,770.7,0.0,,
2022-03-01 04:24:00,11.2,12,13.2,7,4.6,13,770.7,0.0,,
2022-03-01 04:25:00,10.1,15,12.5,16,4.6,13,770.7,0.0,,
2022-03-01 04:26:00,9.3,17,11.2,17,4.7,12,770.8,0.0,,
2022-03-01 04:27:00,10.2,12,12.0,13,4.7,15,770.8,0.0,,
2022-03-01 04:28:00,10.1,15,13.5,9,4.6,15,770.8,0.0,,
2022-03-01 04:29:00,9.2,16,12.7,22,4.5,15,770.8,0.0,,
2022-03-01 04:30:00,10.9,13,13.4,15,4.6,13,770.8,0.0,0.0,20000.0
2022-03-01 04:31:00,11.3,12,15.3,15,4.6,13,770.8,0.0,,
2022-03-01 04:32:00,10.6,14,12.8,16,4.6,13,770.8,0.0,,
2022-03-01 04:33:00,10.6,14,14.8,9,4.6,12,770.7,0.0,,
2022-03-01 04:34:00,9.5,19,13.8,17,4.6,12,770.7,0.0,,
2022-03-01 04:35:00,10.4,20,14.2,14,4.6,10,770.7,0.0,,
2022-03-01 04:36:00,9.1,16,11.9,12,4.7,11,770.7,0.0,,
2022-03-01 04:37:00,10.1,15,13.9,11,4.7,11,770.7,0.0,,
2022-03-01 04:38:00,10.9,15,14.3,19,4.7,11,770.7,0.0,,
2022-03-01 04:39:00,10.8,13,12.9,14,4.7,11,770.7,0.0,,
2022-03-01 04:40:00,9.3,17,12.6,23,4.7,11,770.7,0.0,0.0,20000.0
2022-03-01 04:41:00,10.6,13,13.4,17,4.7,11,770.7,0.0,,
2022-03-01 04:42:00,9.7,17,13.0,18,4.7,10,770.7,0.0,,
2022-03-01 04:43:00,9.9,22,11.9,9,4.7,8,770.7,0.0,,
2022-03-01 04:44:00,9.8,16,13.4,13,4.8,9,770.7,0.0,,
2022-03-01 04:45:00,10.6,19,13.6,19,4.9,9,770.7,0.0,,
2022-03-01 04:46:00,10.3,22,12.5,27,4.9,8,770.7,0.0,,
2022-03-01 04:47:00,9.5,17,11.7,18,5.0,8,770.8,0.0,,
2022-03-01 04:48:00,9.2,19,12.0,13,5.0,9,770.7,0.0,,
2022-03-01 04:49:00,10.0,18,15.1,16,5.0,8,770.7,0.0,,
2022-03-01 04:50:00,8.4,19,10.8,17,5.0,9,770.7,0.0,0.0,20000.0
2022-03-01 04:51:00,9.7,22,11.6,15,5.1,8,770.7,0.0,,
2022-03-01 04:52:00,6.1,26,9.3,31,5.1,8,770.8,0.0,,
2022-03-01 04:53:00,8.4,19,10.6,38,5.1,9,770.8,0.0,,
2022-03-01 04:54:00,9.0,22,11.9,15,5.1,7,770.7,0.0,,
2022-03-01 04:55:00,9.0,20,12.1,22,5.2,7,770.7,0.0,,
2022-03-01 04:56:00,8.2,16,11.8,11,5.2,8,770.7,0.0,,
2022-03-01 04:57:00,10.2,25,13.6,19,5.2,7,770.6,0.0,,
2022-03-01 04:58:00,8.4,17,14.3,40,5.3,8,770.7,0.0,,
2022-03-01 04:59:00,7.4,23,9.4,34,5.3,7,770.7,0.0,,
2022-03-01 05:00:00,7.8,21,12.1,35,5.3,8,770.7,0.0,0.0,20000.0
2022-03-01 05:01:00,8.3,20,10.9,13,5.3,8,770.7,0.0,,
2022-03-01 05:02:00,8.4,19,11.7,12,5.3,8,770.7,0.0,,
2022-03-01 05:03:00,9.2,19,12.7,27,5.2,8,770.6,0.0,,
2022-03-01 05:04:00,9.9,24,13.9,19,5.3,7,770.6,0.0,,
2022-03-01 05:05:00,9.3,17,13.3,13,5.3,8,770.6,0.0,,
2022-03-01 05:06:00,9.5,15,13.8,11,5.3,8,770.7,0.0,,
2022-03-01 05:07:00,9.2,18,12.2,10,5.3,9,770.7,0.0,,
2022-03-01 05:08:00,8.1,25,12.6,19,5.3,8,770.7,0.0,,
2022-03-01 05:09:00,7.2,24,11.8,29,5.3,8,770.7,0.0,,
2022-03-01 05:10:00,8.0,26,12.1,23,5.4,7,770.7,0.0,0.0,20000.0
2022-03-01 05:11:00,7.5,29,11.3,43,5.4,8,770.7,0.0,,
2022-03-01 05:12:00,9.2,40,13.0,40,5.4,8,770.7,0.0,,
2022-03-01 05:13:00,6.8,30,9.6,24,5.4,7,770.7,0.0,,
2022-03-01 05:14:00,7.3,17,9.2,10,5.5,7,770.7,0.0,,
2022-03-01 05:15:00,8.4,22,12.0,17,5.5,8,770.7,0.0,,
2022-03-01 05:16:00,8.5,17,12.1,15,5.4,9,770.7,0.0,,
2022-03-01 05:17:00,8.2,24,13.2,35,5.3,9,770.7,0.0,,
2022-03-01 05:18:00,6.5,28,10.9,42,5.3,8,770.8,0.0,,
2022-03-01 05:19:00,6.8,28,10.4,39,5.3,9,770.7,0.0,,
2022-03-01 05:20:00,6.2,24,8.8,30,5.3,9,770.8,0.0,0.0,20000.0
2022-03-01 05:21:00,6.4,17,8.6,17,5.3,10,770.8,0.0,,
2022-03-01 05:22:00,6.9,20,10.1,21,5.2,10,770.8,0.0,,
2022-03-01 05:23:00,7.2,21,10.1,37,5.1,9,770.8,0.0,,
2022-03-01 05:24:00,7.7,13,12.0,19,5.1,10,770.8,0.0,,
2022-03-01 05:25:00,8.4,20,12.4,38,5.1,9,770.8,0.0,,
2022-03-01 05:26:00,6.7,19,10.8,31,5.0,10,770.8,0.0,,
2022-03-01 05:27:00,8.5,13,10.9,12,5.0,9,770.8,0.0,,
2022-03-01 05:28:00,7.8,20,10.8,24,5.0,10,770.9,0.0,,
2022-03-01 05:29:00,7.4,18,9.1,34,5.0,10,770.9,0.0,,
2022-03-01 05:30:00,6.9,18,8.9,19,4.9,10,770.9,0.0,0.0,20000.0
2022-03-01 05:31:00,5.7,23,8.3,37,4.9,11,771.0,0.0,,
2022-03-01 05:32:00,5.7,16,8.5,15,4.8,11,771.0,0.0,,
